Customer_id,date,time,order_id,items,amount,mode,restaurnt,Status,ratings,feedback
JXJY167254JK,11/10/2023,8.31.21,654S654,PiZza:Marga?ritA:WATERZOOI:Crispy Onion Rings,21,Wallet,Brussels Mussels ,Delivered,2,Late delivery
JXJY167254JK,11/10/2023,9.31.21,2444454,Noodles:Pizza:BREAD,97,Card,Saint German,Delivered,3,Stale food
XVTR474839TP,11/10/2023,4.31.31,397T397,Fried Rice:salaD,46,Card,Brussels Mussels ,Delivered,3,Complicated procedure
UFDF355524DM,11/10/2023,5.31.21,428K428,noo%dles:,71,Card,Gaspar's,Delivered,1,Food not good
FRBT691245BA,11/10/2023,6.31.21,437M437,Soup of the day:,29,Online,Sushi Masters,Delivered,1,Stale food
QTSI285174SG,11/10/2023,8.31.21,106S106,Fried Rice:,59,Cash,Stebuklai,Delivered,2,Complicated procedure
OXJY167254JK,11/10/2023,8.11.21,854A854,Olives:,65,Cash,Saint German,Not delivered,5,Awesome experience
SAMV824387MW,11/10/2023,8.31.21,751C751,Quiche:,28,Wallet,Telegrafas,Delivered,2,Difficult to order
LRKI603654KL,11/10/2023,8.31.21,742G742,Bread:,86,Card,Da Antonio,Delivered,1,Difficult to order
FRBT691245BA,11/10/2023,8.31.21,103Y103,RAVIOLI:,94,Online,Augustin,Delivered,2,Late delivery
FSAM929386AQ,11/10/2023,8.31.21,208U208,tuna steak:,33,Wallet,Brussels Mussels ,Delivered,2,Difficult to order
FRBT691245BA,11/10/2023,8.31.21,819Q819,Regular:,86,Cash,Telegrafas,Delivered,4,Cheap and best
UFDF355524DM,11/10/2023,8.31.21,107K107,fries:,50,Card,Sushi Masters,Delivered,4,Delicious food
FSAM929386AQ,11/10/2023,8.31.21,671T671,BURRATA DI BUFALA:,82,Card,Gaspar's,On Hold,5,Good service
QTSI285174SG,11/10/2023,8.31.21,195K195,Crispy Onion Rings:,40,Cash,Gaspar's,Delivered,1,High price
QTSI285174SG,11/10/2023,8.31.21,952U952,pickle:,29,Online,Stebuklai,Delivered,3,Complicated procedure
LRKI603654KL,11/10/2023,8.31.21,833E833,shake:,33,Cash,Brussels Mussels ,Delivered,3,Coupon applied
UFDF355524DM,11/10/2023,8.31.21,139A139,Benedict:,69,Cash,Augustin,Delivered,1,High price
SBXX592702XP,11/10/2023,8.31.21,256A256,Mango Cremeux:,92,Wallet,Da Antonio,Delivered,4,Delicious food
FRBT691245BA,11/10/2023,8.31.21,186Q186,salad:,61,Online,Da Antonio,Cancelled,2,Stale food
LJBO9511000BL,11/10/2023,8.31.21,956U956,Banana shake:,87,Cash,Demoloftas,Cancelled,4,Cheap and best
SAMV824387MW,11/10/2023,8.31.21,506K506,salad:,37,Online,Gaspar's,Cancelled,4,Good service
LRKI603654KL,11/10/2023,8.31.21,739A739,Quiche:,51,Card,Augustin,Cancelled,2,High price
OXJY167254JK,11/10/2023,8.31.21,428U428,meatballs:,53,Cash,Telegrafas,Cancelled,3,Stale food
FRBT691245BA,11/10/2023,8.31.21,902L902,Veg Premium Burger:,58,Wallet,Sushi Masters,Delivered,5,Good service
UYXR411673XC,11/10/2023,8.31.21,683T683,tuna steak:,93,Cash,Gaspar's,Delivered,2,Stale food
SAMV824387MW,11/10/2023,8.31.21,635C635,salad:,31,Cash,Brussels Mussels ,Delivered,3,Late delivery
FSAM929386AQ,11/10/2023,8.31.21,680J680,lamb:,678,Wallet,Le Travi,Delivered,5,Awesome experience
SBXX592702XP,11/10/2023,8.31.21,723V723,lamb:,80,Cash,Augustin,Delivered,5,Delicious food
UYXR411673XC,11/10/2023,8.31.21,567U567,Curd:,70,Card,Le Travi,Delivered,2,Difficult to order
SAMV824387MW,11/10/2023,8.31.21,148W148,Mango shake:,64,Online,Veranda,Delivered,5,Easy to order
FSAM929386AQ,11/10/2023,8.31.21,391A391,Burrata salad:,76,Cash,Saint German,Delivered,2,Late delivery
XVTR474839TP,11/10/2023,8.31.21,131W131,Regular:,66,Cash,Sushi Masters,Delivered,5,Awesome experience
XVTR474839TP,11/10/2023,8.31.21,864V864,RAVIOLI:,45,Online,Telegrafas,Delivered,2,Coupon applied
LRKI603654KL,11/10/2023,8.31.21,538H538,shake:,56,Card,Le Travi,Delivered,1,Coupon applied
UYXR411673XC,11/10/2023,8.31.21,481Q481,BURRATA DI BUFALA:,68,Card,Veranda,Delivered,4,Worth
QTSI285174SG,11/10/2023,8.31.21,382X382,Burrata salad:,57,Card,Saint German,Delivered,3,Delivery boy didnt come at doorstep
UFDF355524DM,11/10/2023,8.31.21,582O582,fries:,82,Cash,Le Travi,Delivered,5,Fast delivery
FRBT691245BA,11/10/2023,8.31.21,889S889,pickle:,39,Wallet,Telegrafas,Delivered,5,Awesome experience
SAMV824387MW,11/10/2023,8.31.21,660E660,Veg Premium Burger:,89,Card,Veranda,Delivered,3,High price
LJBO9511000BL,11/10/2023,8.31.21,936X936,Bread:,92,Online,Augustin,Delivered,2,High price
JXJY167254JK,11/10/2023,8.31.21,954S654,Scallops:RAVIOLI:Benedict,77,Wallet,Le Travi,Delivered,3,Late delivery
JXJY167254JK,11/10/2023,8.31.21,154S644,Quiche:Noodles:Bread,123,Card,Sushi Masters,Not delivered,4,Will order again
FRBT691245BA,11/10/2023,8.31.21,579N579,salad:,62,Online,Stebuklai,Not delivered,2,Delivery boy didnt come at doorstep
UYXR411673XC,11/10/2023,8.31.21,253O253,BURRATA DI BUFALA:,70,Card,Brussels Mussels ,Not delivered,2,High price
XVTR474839TP,11/10/2023,8.31.21,704P704,tartlet:,26,Wallet,Le Travi,Not delivered,3,Delivery boy didnt come at doorstep
OXJY167254JK,11/10/2023,8.31.21,866Q866,BURRATA DI BUFALA:,66,Wallet,Brussels Mussels ,Not delivered,2,Late delivery
LJBO9511000BL,11/10/2023,8.31.21,152I152,Banana shake:,50,Cash,Telegrafas,Not delivered,2,Difficult to order
SBXX592702XP,11/10/2023,8.31.21,837W837,tartlet:,74,Card,Gaspar's,Delivered,1,Coupon applied
FRBT691245BA,11/10/2023,8.31.21,200B200,Noodles:,36,Wallet,Sushi Masters,Delivered,4,Complicated procedure
UYXR411673XC,11/10/2023,8.31.21,358R358,salad:,83,Card,Stebuklai,Delivered,1,Complicated procedure
UYXR411673XC,11/10/2023,8.31.21,537J537,Mango shake:,49,Online,Selfish,Delivered,2,Complicated procedure
FSAM929386AQ,11/10/2023,8.31.21,997G997,Scallops:,88,Online,Le Travi,Delivered,4,Complicated procedure
SBXX592702XP,11/10/2023,8.31.21,765X765,Benedict:,99,Wallet,Telegrafas,Delivered,2,Complicated procedure
QTSI285174SG,11/10/2023,8.31.21,180B180,Soup of the day:,41,Online,Augustin,Delivered,3,Complicated procedure
SAMV824387MW,11/10/2023,8.31.21,282G282,Mango Cremeux:,88,Card,Stebuklai,Delivered,5,Complicated procedure
JXJY167254JK,11/10/2023,8.31.21,454S654,Noodles:Crispy Onion Rings:Bread,67,Wallet,Brussels Mussels ,Delivered,5,Complicated procedure
JXJY167254JK,11/10/2023,8.31.21,354S654,Quiche:RAVIOLI,90,Wallet,Sushi Masters,Delivered,4,Will order again
JXJY167254JK,11/10/2023,8.31.21,454S654,Rucola salad:Noodles,96,Wallet,Saint German,Delivered,4,Will order again
JXJY167254JK,11/10/2023,8.31.21,654S754,Quiche:Scallops:Bread,127,Wallet,Le Travi,On Hold,4,Will order again
JXJY167254JK,11/10/2023,8.31.21,554S854,Noodles,67,Wallet,Demoloftas,On Hold,4,Will order again
JXJY167254JK,11/10/2023,8.31.21,654S954,Quiche:Pizza:Bread,97,Wallet,Brussels Mussels ,On Hold,4,Awesome experience
JXJY167254JK,11/10/2023,8.31.21,754S254,Pizza:as:Bread,237,Card,Sushi Masters,On Hold,4,Will order again
JXJY167254JK,11/10/2023,8.31.21,854S354,Quiche:RAVIOLI:Benedict,98,Wallet,Sushi Masters,On Hold,3,Late delivery
JXJY167254JK,11/10/2023,8.31.21,154S454,Pizza:Noodles:Crispy Onion Rings,107,Wallet,Sushi Masters,On Hold,3,Late delivery
JXJY167254JK,11/10/2023,8.31.21,954S554,Quiche:Scallops:Bread,27,Card,Sushi Masters,On Hold,3,Late delivery
UFDF355524DM,11/10/2023,8.31.21,354H354,Benedict:,91,Card,Augustin,On Hold,2,Coupon applied
SBXX592702XP,11/10/2023,8.31.21,263Z263,meatballs:,58,Card,Demoloftas,On Hold,5,Awesome experience
LRKI603654KL,11/10/2023,8.31.21,631I631,shake:,47,Wallet,Da Antonio,Delivered,5,Fast delivery
UFDF355524DM,11/10/2023,8.31.21,436K436,Regular:,72,Cash,Brussels Mussels ,Delivered,4,Delicious food
UYXR411673XC,11/10/2023,8.31.21,508M508,Curd:,32,Card,Veranda,Delivered,3,Stale food
UFDF355524DM,11/10/2023,8.31.21,894A894,Regular:,96,Cash,Telegrafas,Delivered,2,Complicated procedure
XVTR474839TP,11/10/2023,8.31.21,193H193,Curd:,96,Online,Gaspar's,Delivered,4,Easy to order
LRKI603654KL,11/10/2023,8.31.21,501U501,tartlet:,64,Wallet,Gaspar's,Delivered,1,Coupon applied
XVTR474839TP,11/10/2023,8.31.21,400Q400,pickle:,55,Wallet,Veranda,Delivered,2,Delivery boy didnt come at doorstep
FSAM929386AQ,11/10/2023,8.31.21,895R895,Veg Premium Burger:,88,Wallet,Selfish,Delivered,3,Stale food
QTSI285174SG,11/10/2023,8.31.21,966I966,pickle:,46,Wallet,Stebuklai,Delivered,2,Stale food
FSAM929386AQ,11/10/2023,8.31.21,281A281,shake:,42,Online,Augustin,Delivered,1,Coupon applied
FSAM929386AQ,11/10/2023,8.31.21,213F213,shake:,50,Online,Demoloftas,Delivered,1,Food not good
SAMV824387MW,11/10/2023,8.31.21,570O570,fries:,52,Wallet,Da Antonio,Delivered,1,High price
QTSI285174SG,11/10/2023,8.31.21,892Z892,lamb:,54,Wallet,Demoloftas,Delivered,2,Coupon applied
OXJY167254JK,11/10/2023,8.31.21,190V190,Fried Rice:,66,Wallet,Da Antonio,Delivered,1,Complicated procedure
XVTR474839TP,11/10/2023,8.31.21,397T397,Fried Rice:,46,Card,Brussels Mussels ,Delivered,3,Complicated procedure
UFDF355524DM,11/10/2023,8.31.21,428K428,Noodles:,71,Card,Gaspar's,Delivered,1,Food not good
FRBT691245BA,11/10/2023,8.31.21,437M437,Soup of the day:,29,Online,Sushi Masters,Delivered,1,Stale food
QTSI285174SG,11/10/2023,8.31.21,106S106,Fried Rice:,59,Cash,Stebuklai,Delivered,2,Complicated procedure
OXJY167254JK,11/10/2023,8.31.21,854A854,Rucola salad:,65,Cash,Saint German,Delivered,5,Awesome experience
SAMV824387MW,11/10/2023,8.31.21,751C751,Quiche:,28,Wallet,Telegrafas,Delivered,2,Difficult to order
FRBT691245BA,11/10/2023,8.31.21,186Q186,salad:,61,Online,Da Antonio,Delivered,2,High price
LJBO9511000BL,11/10/2023,8.31.21,956U956,Banana shake:,87,Cash,Demoloftas,Delivered,4,High price
SAMV824387MW,11/10/2023,8.31.21,506K506,salad:,37,Online,Gaspar's,Delivered,4,High price
LRKI603654KL,11/10/2023,8.31.21,739A739,Quiche:,51,Card,Augustin,Delivered,2,High price
OXJY167254JK,11/10/2023,8.31.21,428U428,meatballs:,53,Cash,Telegrafas,Delivered,3,High price
FRBT691245BA,11/10/2023,8.31.21,902L902,Veg Premium Burger:,58,Wallet,Sushi Masters,Delivered,5,High price
UYXR411673XC,11/10/2023,8.31.21,683T683,tuna steak:,93,Cash,Gaspar's,Delivered,2,High price
SAMV824387MW,11/10/2023,8.31.21,635C635,salad:,96,Cash,Brussels Mussels ,Delivered,3,High price
FSAM929386AQ,11/10/2023,8.31.21,680J680,lamb:,30,Wallet,Le Travi,Delivered,5,Awesome experience
SBXX592702XP,11/10/2023,8.31.21,723V723,lamb:,80,Cash,Augustin,Delivered,5,Delicious food
UYXR411673XC,11/10/2023,8.31.21,567U567,Curd:,70,Card,Le Travi,Delivered,2,Difficult to order
SAMV824387MW,11/10/2023,8.31.21,148W148,Mango shake:,64,Online,Veranda,Delivered,5,Easy to order
FSAM929386AQ,11/10/2023,8.31.21,391A391,Olives:,76,Cash,Saint German,Delivered,2,Late delivery
XVTR474839TP,11/10/2023,8.31.21,131W131,Regular:,66,Cash,Sushi Masters,Delivered,5,Awesome experience
XVTR474839TP,11/10/2023,8.31.21,864V864,RAVIOLI:,45,Online,Telegrafas,Delivered,2,Coupon applied
LRKI603654KL,11/10/2023,8.31.21,538H538,shake:,56,Card,Le Travi,Delivered,1,Coupon applied
UYXR411673XC,11/10/2023,8.31.21,481Q481,BURRATA DI BUFALA:,68,Card,Veranda,Delivered,4,Worth
QTSI285174SG,11/10/2023,8.31.21,382X382,Octopus salad:,57,Card,Saint German,Delivered,3,Delivery boy didnt come at doorstep
UFDF355524DM,11/10/2023,8.31.21,582O582,fries:,82,Cash,Le Travi,Delivered,5,Fast delivery
FRBT691245BA,11/10/2023,8.31.21,889S889,pickle:,39,Wallet,Telegrafas,Delivered,5,Awesome experience
SAMV824387MW,11/10/2023,8.31.21,660E660,Veg Premium Burger:,89,Card,Veranda,Delivered,3,High price
LJBO9511000BL,11/10/2023,8.31.21,936X936,Bread:,92,Online,Augustin,Delivered,2,High price
FRBT691245BA,11/10/2023,8.31.21,579N579,salad:,62,Online,Stebuklai,Delivered,2,Delivery boy didnt come at doorstep
SBXX592702XP,11/10/2023,8.31.21,837W837,tartlet:,74,Card,Gaspar's,Delivered,1,Coupon applied
FRBT691245BA,11/10/2023,8.31.21,200B200,Noodles:,36,Wallet,Sushi Masters,Delivered,4,Fast delivery
LRKI603654KL,11/10/2023,8.31.21,145T145,shake:,41,Wallet,Sushi Masters,Delivered,2,Late delivery
QTSI285174SG,11/10/2023,8.31.21,838T838,Curd:,91,Cash,Gaspar's,Delivered,2,Stale food
QTSI285174SG,11/10/2023,8.31.21,155N155,Veg Premium Burger:,83,Cash,Da Antonio,Delivered,2,Late delivery
LRKI603654KL,11/10/2023,8.31.21,117W117,Banana shake:,99,Card,Sushi Masters,Delivered,2,Delivery boy didnt come at doorstep
FSAM929386AQ,11/10/2023,8.31.21,370L370,Crispy Onion Rings:,93,Cash,Veranda,Delivered,2,Delivery boy didnt come at doorstep
OXJY167254JK,11/10/2023,8.31.21,281U281,Mango Cremeux:,49,Cash,Sushi Masters,Delivered,2,Difficult to order
QTSI285174SG,11/10/2023,8.31.21,947M947,tuna steak:,27,Cash,Le Travi,Delivered,1,High price
UYXR411673XC,11/10/2023,8.31.21,269G269,Noodles:,99,Online,Telegrafas,Delivered,1,Delivery boy didnt come at doorstep
XVTR474839TP,11/10/2023,8.31.21,365K365,Scallops:,88,Online,Le Travi,Delivered,4,Delicious food
SBXX592702XP,11/10/2023,8.31.21,765X765,Fried Rice:,82,Wallet,Veranda,Delivered,4,Fast delivery
UYXR411673XC,11/10/2023,8.31.21,151T151,Soup of the day:,41,Online,Augustin,Delivered,3,Stale food
UFDF355524DM,11/10/2023,8.31.21,255O255,Fried Rice:,76,Online,Augustin,Delivered,3,Stale food
SAMV824387MW,11/10/2023,8.31.21,282G282,Mango Cremeux:,88,Card,Stebuklai,Delivered,5,Stale food
SBXX592702XP,11/10/2023,8.31.21,596A596,chocolate mousse,38,Card,Le Travi,Delivered,4,Stale food
SBXX592702XP,11/10/2023,8.31.21,372X372,Scallops:,70,Wallet,Demoloftas,Delivered,5,Stale food
SAMV824387MW,11/10/2023,8.31.21,682D682,pickle:,73,Cash,Veranda,Delivered,3,Stale food
XVTR474839TP,11/10/2023,8.31.21,271V271,shake:,67,Cash,Sushi Masters,Delivered,2,Stale food
SAMV824387MW,11/10/2023,8.31.21,607K607,Pizza:,24,Cash,Selfish,Delivered,2,Stale food
OXJY167254JK,11/10/2023,8.31.21,986I986,meatballs:,92,Wallet,Selfish,Delivered,4,Stale food
LRKI603654KL,11/10/2023,8.31.21,107D107,fries:,56,Wallet,Gaspar's,Delivered,2,Stale food
LRKI603654KL,11/10/2023,8.31.21,470N470,Noodles:,27,Cash,Demoloftas,Delivered,1,Stale food
LRKI603654KL,11/10/2023,8.31.21,473Z473,pickle:,70,Cash,Augustin,Delivered,5,Stale food
LJBO9511000BL,11/10/2023,8.31.21,996F996,Mango shake:,74,Online,Saint German,Delivered,1,Stale food
UFDF355524DM,11/10/2023,8.31.21,436K436,Regular:,72,Cash,Brussels Mussels ,Delivered,4,Stale food
SBXX592702XP,11/10/2023,8.31.21,514H514,Banana shake:,87,Wallet,Veranda,Delivered,3,Stale food
FRBT691245BA,11/10/2023,8.31.21,713F713,shake:,32,Online,Da Antonio,Delivered,5,Stale food
LRKI603654KL,11/10/2023,8.31.21,592A592,Curd:,32,Card,Veranda,Delivered,3,Stale food
UFDF355524DM,11/10/2023,8.31.21,894A894,Regular:,96,Cash,Telegrafas,Delivered,2,Stale food
XVTR474839TP,11/10/2023,8.31.21,452P452,Mango Cremeux:,32,Card,Gaspar's,Delivered,1,Difficult to order
XVTR474839TP,11/10/2023,8.31.21,193H193,Curd:,96,Online,Gaspar's,Delivered,4,Easy to order
LRKI603654KL,11/10/2023,8.31.21,985E985,BURRATA DI BUFALA:,88,Cash,Telegrafas,Delivered,1,Complicated procedure
FSAM929386AQ,11/10/2023,8.31.21,104T104,Bread:,42,Wallet,Selfish,Delivered,2,Late delivery
XVTR474839TP,11/10/2023,8.31.21,898B898,Veg Premium Burger:,69,Card,Stebuklai,Delivered,2,Stale food
XVTR474839TP,11/10/2023,8.31.21,400Q400,pickle:,55,Wallet,Veranda,Delivered,2,Delivery boy didnt come at doorstep
XVTR474839TP,11/10/2023,8.31.21,585X585,Waterzooi:,62,Wallet,Brussels Mussels ,Delivered,5,Awesome experience
UYXR411673XC,11/10/2023,8.31.21,335D335,Benedict:,81,Online,Veranda,Delivered,2,Difficult to order
LJBO9511000BL,11/10/2023,8.31.21,576M576,Veg Premium Burger:,23,Wallet,Gaspar's,Delivered,5,Nice
XVTR474839TP,11/10/2023,8.31.21,983X983,salad:,100,Wallet,Saint German,Delivered,2,Late delivery
LRKI603654KL,11/10/2023,8.31.21,589I589,Regular:,58,Wallet,Selfish,Delivered,5,Easy to order
LJBO9511000BL,11/10/2023,8.31.21,835W835,Curd:,72,Cash,Augustin,Delivered,5,Cheap and best
LRKI603654KL,11/10/2023,8.31.21,808W808,Prawn salad:,85,Wallet,Brussels Mussels ,Delivered,1,Coupon applied
QTSI285174SG,11/10/2023,8.31.21,769Z769,Natural Tea:,83,Card,Brussels Mussels ,Delivered,1,Food not good
QTSI285174SG,11/10/2023,8.31.21,690I690,Noodles:,76,Wallet,Selfish,Delivered,2,Delivery boy didnt come at doorstep
SBXX592702XP,11/10/2023,8.31.21,748R748,Banana shake:,68,Online,Gaspar's,Delivered,3,Stale food
QTSI285174SG,11/10/2023,8.31.21,710W710,salad:,80,Online,Telegrafas,Delivered,3,Coupon applied
FSAM929386AQ,11/10/2023,8.31.21,281A281,shake:,42,Online,Augustin,Delivered,1,Coupon applied
FRBT691245BA,11/10/2023,8.31.21,932U932,Curd:,84,Online,Brussels Mussels ,Delivered,1,Stale food
UFDF355524DM,11/10/2023,8.31.21,451O451,Mango shake:,27,Wallet,Selfish,Delivered,4,Will order again
FRBT691245BA,11/10/2023,8.31.21,539U539,SALMON SALAD:,25,Card,Gaspar's,Delivered,2,Complicated procedure
FRBT691245BA,11/10/2023,8.31.21,327P327,salad:,87,Card,Stebuklai,Delivered,4,Delicious food
UFDF355524DM,11/10/2023,8.31.21,599Y599,BURRATA DI BUFALA:,27,Card,Sushi Masters,Delivered,2,Delivery boy didnt come at doorstep
UFDF355524DM,11/10/2023,8.31.21,493N493,chocolate mousse,100,Cash,Telegrafas,Delivered,3,Delivery boy didnt come at doorstep
SAMV824387MW,11/10/2023,8.31.21,570O570,fries:,52,Wallet,Da Antonio,Delivered,1,High price
LJBO9511000BL,11/10/2023,8.31.21,635M635,pickle:,56,Wallet,Selfish,Delivered,4,Nice
SBXX592702XP,11/10/2023,8.31.21,768Y768,Scallops:,88,Cash,Gaspar's,Delivered,2,High price
FSAM929386AQ,11/10/2023,8.31.21,495Q495,Quiche:,30,Wallet,Da Antonio,Delivered,1,Late delivery
XVTR474839TP,11/10/2023,8.31.21,761G761,HALIBUT CEVICHE:,96,Wallet,Gaspar's,Delivered,5,Nice
SAMV824387MW,11/10/2023,8.31.21,414U414,fries:,56,Card,Demoloftas,Delivered,3,Difficult to order
LJBO9511000BL,11/10/2023,8.31.21,783Z783,BURRATA DI BUFALA:,60,Wallet,Gaspar's,Delivered,2,Food not good
LRKI603654KL,11/10/2023,8.31.21,672W672,Mango shake:,58,Online,Selfish,Delivered,3,High price
OXJY167254JK,11/10/2023,8.31.21,157H157,RAVIOLI:,43,Online,Gaspar's,Delivered,5,Cheap and best
LRKI603654KL,11/10/2023,8.31.21,357R357,Regular:,99,Cash,Gaspar's,Delivered,3,Difficult to order
XVTR474839TP,11/10/2023,8.31.21,905K905,meatballs:,46,Online,Augustin,Delivered,4,Will order again
UYXR411673XC,11/10/2023,8.31.21,424L424,Mango shake:,98,Cash,Le Travi,Delivered,3,Coupon applied
SAMV824387MW,11/10/2023,8.31.21,141F141,shake:,78,Wallet,Demoloftas,Delivered,2,Food not good
